feature,importance
age,0.19564062313806724
waist_circumference,0.119815823245679
bmi,0.10563313376090262
poverty_income_ratio,0.09670311293092576
mean_pulse,0.0871569104397008
mean_dbp,0.08331898104007297
sedentary_minutes,0.08005541762475556
mean_sbp,0.07844067961239748
education_level,0.052231642426507324
physical_activity_level,0.03642714228164556
smoking_status,0.028301092287228425
gender,0.020070077700531697
alcohol_frequency,0.016205363511585615
