feature,importance
age,0.6891687333133076
mean_dbp,0.4715194224052402
mean_pulse,0.4168651395264078
waist_circumference,0.36925392994445755
mean_sbp,0.31043882435067
bmi,0.26594337843219007
education_level,0.2108820099801056
physical_activity_level,0.16400255687269405
poverty_income_ratio,0.13685015542236886
sedentary_minutes,0.13138965626284163
alcohol_frequency,0.1267864638680948
gender,0.0758536289188783
smoking_status,0.01979107441775023
