feature,importance
age,1.315422932430733
smoking_status,0.27048041892506813
gender,0.22140621845592112
waist_circumference,0.2196556674772002
poverty_income_ratio,0.20072991762551165
education_level,0.16995980007210185
physical_activity_level,0.1264578664213929
bmi,0.12500579947382012
alcohol_frequency,0.11009048296792952
sedentary_minutes,0.09365091576046049
mean_dbp,0.07405622119599992
mean_pulse,0.04662689781213126
mean_sbp,0.035622813705277444
