feature,importance
age,0.2702605747601613
poverty_income_ratio,0.09656627939759384
waist_circumference,0.0883371577311357
sedentary_minutes,0.08223037238902833
mean_sbp,0.08030291563812343
mean_dbp,0.07823102104087544
bmi,0.07230752533911304
mean_pulse,0.07202586834050922
education_level,0.046823918279997094
smoking_status,0.037899139183540834
physical_activity_level,0.036639818097221374
gender,0.02118861286229088
alcohol_frequency,0.017186796940409622
