feature,importance
age,0.2845565003180902
waist_circumference,0.12309821330411062
bmi,0.11765467962411522
poverty_income_ratio,0.11405167326515071
mean_pulse,0.10972369763262906
sedentary_minutes,0.097201884635829
education_level,0.04760859063116493
physical_activity_level,0.03565794570054405
smoking_status,0.030492265146082418
gender,0.02298162878307593
alcohol_frequency,0.016972920959207865
