feature,importance
age,0.7604249963403946
mean_dbp,0.47651821501230435
mean_pulse,0.45770574927602575
waist_circumference,0.4082062277498923
mean_sbp,0.3272756820827104
bmi,0.2947859688458908
education_level,0.23408933560612477
physical_activity_level,0.15944906461793926
poverty_income_ratio,0.1473056746318564
sedentary_minutes,0.1271881680209841
alcohol_frequency,0.11702936582671518
gender,0.06622810455020076
smoking_status,0.025198983973243043
