feature,importance
age,0.28854649696234785
waist_circumference,0.12565072012195255
bmi,0.11625117737995169
poverty_income_ratio,0.11279515400368863
mean_pulse,0.10647913967187675
sedentary_minutes,0.09758164584930833
education_level,0.04708589913690766
physical_activity_level,0.03527982689371044
smoking_status,0.029543352661154036
gender,0.023795987036418203
alcohol_frequency,0.016990600282683746
