feature,importance
age,0.17282051282051286
bmi,0.022222222222222254
education_level,0.007521367521367584
alcohol_frequency,0.004957264957264984
physical_activity_level,0.004102564102564132
mean_pulse,0.0037606837606837694
smoking_status,0.0037606837606837472
gender,0.003076923076923088
sedentary_minutes,-0.0022222222222222144
waist_circumference,-0.0049572649572649395
poverty_income_ratio,-0.007179487179487154
