feature,importance
age,0.02664389410760031
alcohol_frequency,-0.0001707941929974366
gender,-0.003928266438941108
poverty_income_ratio,-0.004611443210930854
physical_activity_level,-0.005807002561912933
mean_sbp,-0.005977796754910347
education_level,-0.006490179333902701
sedentary_minutes,-0.009906063193851433
mean_dbp,-0.010760034158838638
smoking_status,-0.012467976088813004
bmi,-0.013321947053800165
mean_pulse,-0.014859094790777138
waist_circumference,-0.022886421861656726
